Obs,Study,Authors,Year_.online.,Year_.print.,Title,Journal,Pub_year_IF,X2017_IF,Average_n,Effect_type,Species,Climate_.FishBase.,Env_cue.stimulus.,Cue.stimulus_type,Behavioural_metric,Life_stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,InRR,InRR_V
587,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 4",Adult,14,20.6732,9.2153,14,20.274,8.46,-0.019498898,0.026630563
506,a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,30,No,Solea_senegalensis,Trop,Yes,Habitat,Time in simple habitat,Juvenile,30,166.188,41.9282,30,125.04,106.5759,-0.284485992,0.026337539
715,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 21 dph",Larvae,10,48.258,21.2189,10,66.839,17.1364,0.325725125,0.025906586
763,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Predator + food,"Feeding strikes, DS response, High CO2",Juvenile,36,5.293,3.936,36,5.485,3.36,0.035631901,0.02578417
586,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 3",Adult,9,17.0536,6.0323,13,17.0142,6.5342,-0.002313036,0.02524781
358,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,No,NA,"Mean lines crossed, Mid CO2, seawater",Adult,8,24.301,6.6694,8,28.835,10.2587,0.171072425,0.025237082
537,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Fig 1, 1000 +- 300 uatm",Juvenile,60,38.118,28.3333,60,28.941,28.3333,-0.275427337,0.025182458
524,a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,29,Strong,Pomatoschistus_pictus,Temp,Yes,Auditory,"% time in offshore recording, Fig 5",Larvae,29,58.213,31.0401,27,56.772,35.9366,-0.025065451,0.024644383
604,a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales,Conserv Physiol,3.46,3.46,24,No,Sebastes_spp.,Trop,Yes,NA,"Activity (lines crossed), 3 weeks, seawater cue",Juvenile,24,97.89,38.1728,24,94.644,62.0309,-0.033721915,0.02423466
438,a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates_calcarifer,Trop,Yes,Auditory,"Swimming velocity, 16-18days",Larvae,36,2.004,1.314,36,1.561,1.032,-0.249818542,0.024083338
248,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Predator,"% time in cue, 960 uatm, Day 4",Juvenile,20,6.23,4.262,20,91.148,4.918,2.683108226,0.02354583
492,a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis_japonicus,Temp,Yes,Mimicked threat,Maximum velocity (Vmax),Adult,15,1.412,0.612,12,1.55,0.562,0.093247792,0.023479369
408,a41,Maneja et al,2015,2015,The swimming kinematics and foraging behavior of larval Atlantic herring (Clupea harengus L.) are unaffected by elevated pCO2,J Exp Mar Biol Ecol,1.796,1.99,25,No,Clupea_harengus,Temp,No,NA,"S-posture (foarging behavior), High CO2",Larvae,25,0.1457,0.1017,25,0.184,0.058,0.233386044,0.023463177
740,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, first feeding, post, Mid CO2",Juvenile,36,1.689,1.08,36,1.418,0.918,-0.17488921,0.022999653
528,a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Prey+ Predator,"Feeding strikes, high risk",Juvenile,25,38.837,21.4915,25,33.6,17.3968,-0.144847334,0.022972137
179,a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,30,No,Amphiprion_melanopus,Trop,No,NA,"Line crosses (routine), Mid CO2",Juvenile,30,26.437,12.8529,30,38.218,25.7014,0.368542065,0.022953706
649,a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator?prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Attack distance,Adult,19,118.981,43.0049,19,84.665,46.7448,-0.340261523,0.022919585
818,a91,Laubenstein et al,2019,2019,A negative correlation between behavioural and physiological performance under ocean acidification and warming,Sci Rep,4.122,4.122,45,Strong,Acanthochromis_polyacanthus,Trop,Yes,Food,Percent change in feeding strikes,Juvenile,42,-46.2275,24.5174,49,-25.5135,22.7384,-0.594367135,0.022907308
701,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 21 dph",Larvae,10,52.647,17.6708,10,54.706,18.6005,0.038364136,0.022826453
642,a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus_regius,Subtrop,Yes,Kin,Latency to top,Juvenile,9,77.778,29.739,10,89.216,22.876,0.137201781,0.022818819
756,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, post DS response, post, Mid CO2",Juvenile,36,1.791,1.176,36,1.701,1.056,-0.05155781,0.022681994
184,a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,30,No,Amphiprion_melanopus,Trop,Yes,Food,"Line crosses (feeding), High CO2",Juvenile,30,33.957,17.9377,30,32.086,20.3259,-0.05667522,0.022678157
633,a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,105,Weak,Not_provided,Not provided,Yes,Prey,Multiple sense cue attraction,Not provided,165,49.576,91.4452,165,56.695,32.6526,0.134179178,0.022630603
491,a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis_japonicus,Temp,Yes,Mimicked threat,Cumulative distance (D),Adult,15,0.05,0.01,12,0.047,0.023,-0.061875404,0.022622906
67,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 4, 850ppm (Fig 2b)",Larvae,20,1.69,1.127,20,93.229,5.208,4.010330303,0.022391404
151,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in feeding strikes, conspecifics, Fig 4",Juvenile,15,-55.726,24.8297,15,-59.671,21.9637,0.068399316,0.022267557
424,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,No,NA,"% time HT, pre attack, day 20",Adult,14,78.7,25.008,13,64.6,28.5133,-0.197428745,0.02219844
823,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Pomacentrus_moluccensis,Trop,No,NA,Activity,Adult,30,19.79765919,12.25635298,19,26.04157261,10.95716352,0.2741305,0.022093063
829,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Pomacentrus_moluccensis,Trop,No,NA,Activity,Adult,30,19.79765919,12.25635298,19,26.04157261,10.95716352,0.2741305,0.022093063
441,a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates_calcarifer,Trop,Yes,Auditory,"Swimming velocity, 25-28 days",Larvae,36,1.472,0.906,36,1.414,0.906,-0.040199453,0.021926913
352,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,Yes,Food,"% time in cue, Mid CO2",Adult,8,64.8,18.1019,8,65.6,20.3647,0.012270093,0.021801005
748,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, DS response, post, Mid CO2",Juvenile,36,1.763,1.08,36,1.548,0.99,-0.130053128,0.02178539
787,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 7",Larvae,66,3.114,2.9571,66,2.232,1.5923,-0.333010029,0.021374271
433,a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time close to speaker, 16-18days",Larvae,36,59.163,25.482,36,32.083,24.498,-0.611970052,0.021349087
745,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Predator,"Posture, DS response, cue, High CO2",Juvenile,36,1.799,1.224,36,1.673,0.918,-0.072612533,0.021222284
270,a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion_melanopus,Trop,Yes,Mimicked threat,"Response duration, ctrl-high",Juvenile,45,0.477,0.2281,43,0.307,0.2557,-0.440668743,0.021214651
463,a50,Munday et al,2015,2016,"Effects of elevated CO2?on early life history development of the yellowtail kingfish,?Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola_lalandi,Subtrop,No,NA,"Number of line crosses, 880 uatm",Larvae,30,100,42.7224,30,80,53.6768,-0.223143551,0.021090256
194,a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum",Glob Change Biol,6.91,8.997,60,No,Rachycentron_canadum,Subtrop,No,NA,"Mean speed, High CO2, routine",Larvae,60,0.35,0.3098,60,0.34,0.2324,-0.028987537,0.020844839
180,a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,30,No,Amphiprion_melanopus,Trop,No,NA,"Line crosses (routine), High CO2",Juvenile,30,26.437,12.8529,30,35.057,21.8464,0.282210764,0.020823349
538,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Fig 1, 1000 +- 500 uatm",Juvenile,60,38.118,28.3333,60,34.588,28.7037,-0.09717981,0.020686567
796,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 7",Larvae,66,3.114,2.9571,66,2.542,1.706,-0.202956901,0.020487528
190,a17,Allan et al,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance,PLOS One,3.534,2.766,18,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Predator attack distance,Larvae,17,0.07,0.0289,16,0.079,0.032,0.12095261,0.020281297
183,a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,30,No,Amphiprion_melanopus,Trop,Yes,Food,"Line crosses (feeding), Mid CO2",Juvenile,30,33.957,17.9377,30,35.561,20.3259,0.046154513,0.020191576
478,a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius_bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, turf algae",Not provided,73,6.288,4.9128,73,5.671,5.2631,-0.103277586,0.02016089
821,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Chromis_atripectoralis,Trop,No,NA,Activity,Adult,20,26.09985747,9.1253516,14,24.78009989,10.97500534,-0.051888946,0.020123335
827,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Chromis_atripectoralis,Trop,No,NA,Activity,Adult,20,26.09985747,9.1253516,14,24.78009989,10.97500534,-0.051888946,0.020123335
712,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 18 dph",Larvae,10,55.484,19.5871,10,48,13.057,-0.14489368,0.019862021
757,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, post DS response, post, High CO2",Juvenile,36,1.791,1.176,36,1.771,0.942,-0.011229764,0.019835161
591,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 8",Adult,8,19.475,5.9053,12,23.5843,7.4197,0.191449645,0.019741088
605,a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales,Conserv Physiol,3.46,3.46,24,No,Sebastes_spp.,Trop,Yes,Predator,"New area explored, 1 week, alarm cue",Juvenile,24,26.052,13.1391,24,23.691,11.0374,-0.094999312,0.019642236
754,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Food,"Posture, post DS response, feed, Mid CO2",Juvenile,36,2.089,1.248,36,1.838,1.08,-0.128007459,0.019504801
815,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 8",Larvae,66,3.062,2.2829,66,3.104,2.6241,0.013623305,0.019250709
488,a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis_japonicus,Temp,Yes,Mimicked threat,s1 duration,Adult,15,22.1,5.4,12,24.8,10.6,0.115266045,0.019204205
814,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 7",Larvae,66,3.189,2.0554,66,3.104,2.8515,-0.027015786,0.019080915
359,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,No,NA,"Mean lines crossed, High CO2, seawater",Adult,8,24.301,6.6694,8,24.301,6.7458,0,0.019047594
264,a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion_melanopus,Trop,Yes,Mimicked threat,"Response distance, ctrl-high",Juvenile,45,20.833,7.9828,43,15.179,12.4919,-0.316625374,0.019013615
634,a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,105,Weak,Not_provided,Not provided,Yes,Prey,Hunting success,Not provided,53,95.043,72.408,62,117.876,80.5747,0.215303804,0.018487324
738,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, Mid CO2",Juvenile,36,1.716,0.942,36,1.524,0.918,-0.118657544,0.018449652
464,a50,Munday et al,2015,2016,"Effects of elevated CO2?on early life history development of the yellowtail kingfish,?Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola_lalandi,Subtrop,No,NA,"Number of line crosses, 1700 uatm",Larvae,30,100,42.7224,30,116,70.1085,0.148420005,0.018259997
231,a22,L?nnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?,Ecol Evol,1.658,2.34,28,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Mean change bite rate, predator, Fig3",Larvae,29,37.766,19.6828,29,32.589,16.4032,-0.147434419,0.018102513
806,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 8",Larvae,66,3.062,2.2829,66,3.007,2.3966,-0.018125393,0.01804663
465,a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis_viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, familiar",Not provided,18,0.622,0.2249,18,0.462,0.1994,-0.297375202,0.017612052
